Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,WineCategory,Grapes
Max,South+Africa,Coastal+Region,Miles+Mossop+Wines,4.1,73,26.25,2016,red,assente
Finca+La+Personal,Spain,Terra+Alta,Edet%C3%A0ria,4.2,73,42.5,2013,red,assente
Saint-Joseph+Vignes+de+L%27Hospice,France,Saint-Joseph,E.+Guigal,4.2,73,69.9,2016,red,assente
Plansel+Selecta+Reserva,Portugal,Alentejano,Quinta+da+Plansel,3.9,73,9.7,2014,red,assente
De+Piano,Italy,S%C3%BCdtirol+-+Alto+Adige,St.+Michael-Eppan,4.1,73,14.84,2016,red,assente
Ornati+Barbera+d%27Alba,Italy,Barbera+d%27Alba,Parusso,4.0,73,12.38,2018,red,Barbera
Brunello+di+Montalcino,Italy,Brunello+di+Montalcino,Caparzo,4.1,73,26.9,2015,red,Brunello
Saint-%C3%89milion+Grand+Cru+%28Grand+Cru+Class%C3%A9%29,France,Saint-%C3%89milion+Grand+Cru,Ch%C3%A2teau+La+Serre,3.9,73,58.39,2016,red,assente
Jura+Pinot+Noir+Riserva,Italy,S%C3%BCdtirol+-+Alto+Adige,Nals+Margreid,4.0,73,22.32,2016,red,Pinot+Noir
Senda,Spain,Madrid,Las+Moradas+de+San+Mart%C3%ADn,3.5,73,13.68,2015,red,assente
Stately+Cabernet+Sauvignon+-+Shiraz,South+Africa,Coastal+Region,Steenberg,3.9,73,16.95,2016,red,Cabernet+Sauvignon
Crit%C3%A8ra+Primitivo,Italy,Salento,Schola+Sarmenti,4.0,73,9.73,2018,red,Primitivo
Colle+Al+Fico+Toscana,Italy,Toscana,Petra,4.1,73,39.58,2016,red,assente
Villa+Nigra+Pinot+Nero,Italy,S%C3%BCdtirol+-+Alto+Adige,Colterenzio+%28Schreckbichl%29,3.8,73,28.22,2015,red,assente
Saffredi,Italy,Maremma+Toscana,Fattoria+le+Pupille,4.4,73,77.5,2017,red,assente
Tempranillo,Spain,Valencia,Clos+de+L%C3%B4m,4.0,73,15.4,2018,red,Tempranillo
Chianti+Rufina+Riserva,Italy,Chianti+R%C3%B9fina,Villa+di+Vetrice,3.7,73,18.9,2015,red,assente
VOX+Rouge,France,Costi%C3%A8res-de-N%C3%AEmes,Ch%C3%A2teau+de+Nages,3.8,73,37.04,2016,red,assente
Aska+Bolgheri,Italy,Bolgheri,Banfi,3.8,73,19.5,2017,red,assente
Cotes+de+Provence+Rouge,France,C%C3%B4tes+de+Provence,Ch%C3%A2teau+La+Tour+de+l%27%C3%89v%C3%AAque,3.8,73,16.9,2014,red,assente
Pomerol,France,Pomerol,Ch%C3%A2teau+Gombaude-Guillot,4.1,73,55.1,2011,red,assente
Pomerol,France,Pomerol,Ch%C3%A2teau+Lafleur-Gazin,4.3,73,44.84,2016,red,assente
Saint-%C3%89milion+Grand+Cru+%28Grand+Cru+Class%C3%A9%29,France,Saint-%C3%89milion+Grand+Cru,Ch%C3%A2teau+Dassault,3.9,73,149.0,1998,red,assente
Vosne-Roman%C3%A9e,France,Vosne-Roman%C3%A9e,Domaine+des+Perdrix,4.2,73,75.66,2016,red,assente
Shiraz,Australia,Margaret+River,Cape+Mentelle,3.8,73,27.95,2017,red,Shiraz
C%C3%B4tes+du+Rh%C3%B4ne+Rouge,France,C%C3%B4tes-du-Rh%C3%B4ne,Domaine+de+la+Janasse,3.7,730,11.5,2018,red,assente
Cahors,France,Cahors,Ch%C3%A2teau+du+C%C3%A8dre,3.9,730,15.9,2014,red,assente
Cabernet+Sauvignon,United+States,Napa+County,Avalon,3.8,731,12.57,2016,red,Cabernet+Sauvignon
Moulis-en-M%C3%A9doc,France,Moulis-en-M%C3%A9doc,Ch%C3%A2teau+Poujeaux,3.8,731,39.0,2014,red,assente
Crianza,Spain,Rioja,Cune+%28CVNE%29,3.6,7318,8.2,2015,red,assente
Syrah,Italy,Terre+Siciliane,Cusumano,3.9,732,7.5,2018,red,Syrah
Saint-%C3%89milion+Grand+Cru,France,Saint-%C3%89milion+Grand+Cru,Ch%C3%A2teau+Teyssier,3.7,733,23.34,2011,red,assente
Napanook,United+States,Napa+Valley,Dominus,4.2,733,95.53,2015,red,assente
Appassimento+Rosso,Italy,Terre+Siciliane,Luna+Argenta,4.2,733,9.66,2018,red,assente
Margaux,France,Margaux,Ch%C3%A2teau+La+Tour+de+Mons,3.8,734,24.57,2012,red,assente
Saint-Julien+%28Grand+Cru+Class%C3%A9%29,France,Saint-Julien,Ch%C3%A2teau+Talbot,3.9,735,57.51,2013,red,assente
Villa+Donoratico+Bolgheri,Italy,Bolgheri,Tenuta+Argentiera,4.2,735,20.54,2017,red,assente
Discover+Pinotage+-+Shiraz,South+Africa,Western+Cape,Spier,3.7,735,5.5,2018,red,Shiraz
The+Dead+Arm+Shiraz,Australia,McLaren+Vale,d%27Arenberg,4.0,736,39.0,2016,red,Shiraz
Merlot,Chile,Casablanca+Valley,Veramonte,3.5,736,9.46,2015,red,Merlot
Douro+Vertente+Tinto,Portugal,Douro,Niepoort,3.8,737,17.5,2016,red,assente
Saint-%C3%89milion+Grand+Cru+%28Premier+Grand+Cru+Class%C3%A9%29,France,Saint-%C3%89milion+Grand+Cru,Ch%C3%A2teau+Canon,4.2,738,99.95,2008,red,assente
Marogne+Valpolicella+Ripasso+Superiore,Italy,Valpolicella+Ripasso,Zeni,4.0,738,13.1,2017,red,assente
Saint-Julien+%28Grand+Cru+Class%C3%A9%29,France,Saint-Julien,Ch%C3%A2teau+Ducru-Beaucaillou,4.5,739,249.95,2005,red,assente
Saint-Est%C3%A8phe+%28Grand+Cru+Class%C3%A9%29,France,Saint-Est%C3%A8phe,Ch%C3%A2teau+Montrose,4.1,739,109.0,2011,red,assente
One+Man+Band,South+Africa,Elgin,Iona,4.2,74,19.95,2015,red,assente
Gran+Reserva+Pinot+Noir+%28Selecci%C3%B3n+del+Directorio%29,Chile,Central+Valley,Santa+Helena,3.4,74,9.39,2014,red,Pinot+Noir
Ch%C3%A2teauneuf-du-Pape+Galets+d%E2%80%98Or,France,Ch%C3%A2teauneuf-du-Pape,Tardieu-Laurent,4.1,74,37.53,2016,red,assente
Shiraz,South+Africa,Western+Cape,Cathedral,4.0,74,10.42,2016,red,Shiraz
Sp%C3%A4tburgunder+Trocken,Germany,Rheingau,Kloster+Eberbach,3.2,74,12.6,2018,red,assente
Reserva+Selecci%C3%B3n+de+la+Familia,Spain,Rioja,Luis+Ca%C3%B1as,4.2,74,16.75,2015,red,assente
Cabernet+Sauvignon,South+Africa,Durbanville,Nit%C3%ADda,3.9,74,13.6,2017,red,Cabernet+Sauvignon
Brunello+di+Montalcino+Riserva+Madonna+del+Piano,Italy,Brunello+di+Montalcino,Valdicava,4.4,74,159.08,2012,red,Brunello
Sello+del+Rey+Colecci%C3%B3n+Privada,Spain,Castilla,Munoz,3.7,74,27.78,2014,red,assente
Walter+Clore+Private+Reserve+Red,United+States,Columbia+Valley,Columbia+Crest,4.0,74,34.99,2015,red,assente
Shiraz,South+Africa,Stellenbosch,Rainbow%27s+End,3.8,74,14.95,2016,red,Shiraz
Cabernet+Sauvignon,South+Africa,Western+Cape,Golden+Kaan,3.3,74,5.79,2019,red,Cabernet+Sauvignon
Armador+Cabernet+Sauvignon,Chile,Maipo+Valley,Odfjell,3.6,74,10.15,2018,red,Cabernet+Sauvignon
Vitus+Sp%C3%A4tburgunder,Germany,Baden,Heger,3.5,74,17.59,2013,red,assente
Merlot,France,Aude,Yvon+Mau,3.5,74,5.68,2018,red,Merlot
Brunello+Di+Montalcino+Riserva,Italy,Brunello+di+Montalcino,Caparzo,4.3,74,57.72,2012,red,Brunello
Rabaj%C3%A0+Barbaresco,Italy,Barbaresco,Cascina+Luisin,4.1,74,35.58,2012,red,assente
C%C3%A0+Nova,Italy,Rosso+Veronese,Gorgo,3.8,74,9.95,2015,red,assente
Reserva,Spain,La+Mancha,Finca+Antigua,3.5,74,12.7,2011,red,assente
Bolgheri+Superiore+Baia+Al+Vento,Italy,Bolgheri+Superiore,Tenuta+Campo+al+Mare,3.8,74,29.05,2012,red,assente
M%C3%A9doc,France,M%C3%A9doc,Ch%C3%A2teau+Tour+Seran,3.8,74,28.95,2005,red,assente
Feuerberg+Sp%C3%A4tburgunder+GG,Germany,Baden,Weingut+Bercher,4.0,74,38.94,2011,red,assente
Toscana,Italy,Toscana,Orma,4.2,74,68.0,2017,red,assente
Azagador+Crianza,Spain,La+Mancha,Pago+de+la+Jaraba,3.8,74,7.25,2016,red,assente
Brunello+di+Montalcino,Italy,Toscana,Tenuta+Carlina+La+Togata,3.9,74,41.71,2013,red,Brunello
Cabernet+Sauvignon+Evanthius,South+Africa,Robertson,Excelsior,4.0,74,12.95,2013,red,Cabernet+Sauvignon
Rouge+%28Estate+Reserve%29,South+Africa,Stellenbosch,Morgenster+Estate,4.1,74,36.5,2014,red,assente
Diamond+Collection+Syrah+-+Shiraz+%28Green+Label%29,United+States,Napa+Valley,Francis+Ford+Coppola,4.0,74,19.95,2017,red,Shiraz
Parceto,Italy,Vino+Nobile+di+Montepulciano,Poggio+Alla+Sala,4.1,74,29.15,2013,red,Parc
C%C3%B4tes+Du+Rh%C3%B4ne+Roulepierre+Rouge,France,C%C3%B4tes-du-Rh%C3%B4ne,Pierre+Amadieu,3.7,74,7.6,2018,red,assente
Sor%C3%AC+San+Lorenzo,Italy,Langhe,Gaja,4.5,74,480.0,2014,red,assente
Cahors+Malbec,France,Cahors,Lionel+Osmin+%26+Cie,3.9,74,8.72,2016,red,Malbec
P%C3%A0trimo,Italy,Campania,Feudi+di+San+Gregorio,4.1,74,96.86,2015,red,assente
Rosso+di+Montalcino,Italy,Rosso+di+Montalcino,Podere+Brizio,3.7,74,15.9,2017,red,assente
C%C3%B4tes+du+Roussillon+%27Le+Clos%27,France,C%C3%B4tes+du+Roussillon,Domaine+Boudau,3.8,74,9.9,2018,red,assente
Saumur-Champigny,France,Saumur-Champigny,Domaine+des+Roches+Neuves,3.9,740,15.9,2018,red,assente
Brunello+di+Montalcino+Riserva+Vigna+Paganelli,Italy,Brunello+di+Montalcino,Tenuta+Il+Poggione,4.3,740,63.16,2012,red,Brunello
Dolcetto+d%27Alba,Italy,Dolcetto+d%27Alba,G.D.+Vajra,3.8,740,12.62,2017,red,Dolcetto
The+First+Lady+Cabernet+Sauvignon,South+Africa,Stellenbosch,Warwick,3.6,740,8.45,2017,red,Cabernet+Sauvignon
Pauillac+%28Grand+Cru+Class%C3%A9%29,France,Pauillac,Ch%C3%A2teau+Haut-Batailley,4.0,741,46.0,2011,red,assente
6+Meses+Roble+Tempranillo,Spain,La+Mancha,Finca+La+Estacada,3.6,741,7.42,2017,red,Tempranillo
L%C3%A9gende+%28R%29+Bordeaux+Rouge,France,Bordeaux,Barons+de+Rothschild+%28Lafite%29,3.5,741,21.65,2015,red,assente
Lu%27Li+Appassite,Italy,Puglia,Masca+del+Tacco,4.1,742,9.5,2018,red,assente
Henry%27s+Seven,Australia,Barossa,Henschke,3.8,742,34.9,2015,red,assente
Mai+The+First+A.Montes+Malbec,Argentina,Mendoza,Kaiken,4.4,743,59.99,2014,red,Malbec
Bramare+Rebon+Vineyard+Malbec,Argentina,Mendoza,Vi%C3%B1a+Cobos,4.4,743,74.99,2014,red,Malbec
Mompertone+Monferrato,Italy,Monferrato,Prunotto,3.7,744,12.65,2014,red,assente
Moulis-en-M%C3%A9doc,France,Moulis-en-M%C3%A9doc,Ch%C3%A2teau+Chasse-Spleen,3.9,745,36.55,2015,red,assente
Valpolicella+Classico,Italy,Valpolicella,Zonin,3.4,746,6.64,2018,red,assente
Margaux+%28Grand+Cru+Class%C3%A9%29,France,Margaux,Ch%C3%A2teau+Rauzan-S%C3%A9gla,4.2,746,85.0,2007,red,assente
Pauillac,France,Pauillac,Ch%C3%A2teau+Plantey,4.0,746,25.99,2012,red,assente
Pauillac+%28Premier+Grand+Cru+Class%C3%A9%29,France,Pauillac,Ch%C3%A2teau+Mouton+Rothschild,4.5,746,457.96,2012,red,assente
Reserva+Merlot+%28Classic%29,Chile,Colchagua+Valley,Montes,3.9,747,6.89,2018,red,Merlot
Chianti+Classico+Riserva,Italy,Chianti+Classico,Castello+di+Gabbiano,3.8,747,18.5,2014,red,assente
Pauillac+%28Grand+Cru+Class%C3%A9%29,France,Pauillac,Ch%C3%A2teau+Duhart-Milon,4.1,748,137.58,2011,red,assente
Bourgogne+Cuv%C3%A9e+Margot,France,Bourgogne,Olivier+Leflaive,3.7,748,22.9,2015,red,assente
Syrah,Italy,Terre+Siciliane,Barone+Montalto,3.7,748,5.32,2018,red,Syrah
Canteperdrix+Rouge,France,Ventoux,Demazet,3.4,75,5.48,2015,red,assente
OS+Cantals,Spain,Campo+de+Borja,Cuevas+de+Arom,4.1,75,41.82,2015,red,assente
Les+Cailloux+Cuv%C3%A9e+Centenaire+Ch%C3%A2teauneuf-du-Pape,France,Ch%C3%A2teauneuf-du-Pape,Andr%C3%A9+Brunel,4.4,75,69.0,2000,red,assente
Ch%C3%A2teau+l%27Hermitage+Saint-%C3%89milion+Grand+Cru,France,Saint-%C3%89milion+Grand+Cru,Ch%C3%A2teau+Matras,4.2,75,69.95,2005,red,assente
Beckstoffer+Dr.+Crane+Vineyard+Cabernet+Sauvignon,United+States,St.+Helena,Paul+Hobbs,4.7,75,367.0,2015,red,Cabernet+Sauvignon
Bush+Vine+GSM+%28Shiraz+-+Grenache+-+Mourvedre%29,Australia,McLaren+Vale,Geoff+Merrill,4.1,75,12.95,2012,red,Shiraz
Hoch%C3%A4cker+Blaufr%C3%A4nkisch,Austria,Mittelburgenland,Weninger,3.7,75,11.95,2017,red,Blaufr%C3%A4nkisch
The+Octavius+Old+Vine+Shiraz,Australia,Barossa+Valley,Yalumba,4.0,75,96.0,2014,red,Shiraz
Morgon,France,Morgon,Terres+Dor%C3%A9es,3.7,75,15.9,2018,red,assente
Pinot+Noir,Germany,Ahr,Weingut+Nelles+1479,3.4,75,15.9,2016,red,Pinot+Noir
Saint-Emilion+Grand+Cru,France,Saint-%C3%89milion+Grand+Cru,Ch%C3%A2teau+Lafon+La+Tuilerie,3.7,75,38.02,2014,red,assente
Rubin+Carnuntum,Austria,Carnuntum,Markowitsch,3.5,75,11.02,2018,red,assente
P%C3%A9zenas,France,P%C3%A9zenas,Mas+des+Mas,3.8,75,16.47,2016,red,assente
Guer-Van+Crozes-Hermitage,France,Crozes-Hermitage,Y%2FM+-+Yannick+All%C3%A9no+%26+Michel+Chapoutier,3.6,75,25.0,2014,red,assente
Hiru+3+Rioja+Racimos,Spain,Rioja,Luis+Ca%C3%B1as,3.9,75,114.8,2010,red,assente
Passo+Perfetto+Terre+di+Chieti+Rosso,Italy,Terre+di+Chieti,Le+Chiantigiane,3.5,75,6.81,2017,red,assente
Lagrein,Italy,S%C3%BCdtirol+-+Alto+Adige,Ferruccio+Carlotto,3.8,75,16.52,2013,red,Lagrein
Les+Hauts+de+Montmirail+Gigondas,France,Gigondas,Brusset,4.1,75,28.18,2014,red,assente
Weiler+Schlipf+Sp%C3%A4tburgunder,Germany,Baden,Claus+Schneider,3.8,75,22.0,2014,red,assente
Single+Vineyard+Malbec,Argentina,Uco+Valley,Antonio+Mas,3.6,75,12.55,2016,red,Malbec
Tinto,Portugal,Alentejano,Conde+Villar,3.6,75,5.9,2018,red,assente
La+Chenade+Lalande+de+Pomerol,France,Lalande-de-Pomerol,Denis+Durantou,4.1,75,39.95,2010,red,assente
Shiraz+Reserve+Single+Vineyard+Ben+Schild,Australia,Barossa+Valley,Schild+Estate,4.2,75,24.9,2014,red,Shiraz
Merlot+%28Me%29,United+States,Columbia+Valley,Substance,4.0,75,73.68,2013,red,Merlot
Pinot+Noir+Riserva+Monticol,Italy,S%C3%BCdtirol+-+Alto+Adige,Terlan+%28Terlano%29,4.1,75,23.45,2017,red,Pinot+Noir
Gran+Dominio+Reserva,Spain,Rioja,Tierras+y+Vi%C3%B1as,3.5,75,8.57,2012,red,assente
Tempranillo,Spain,Castilla+y+Le%C3%B3n,Ermita+del+Conde,4.0,75,14.9,2012,red,Tempranillo
Cl%C3%A0ssic,Spain,Priorat,Cims+de+Porrera,4.3,75,57.0,2011,red,assente
Ch%C3%A2teau+du+Grand+Chambellan+Lalande-de-Pomerol,France,Lalande-de-Pomerol,Ch%C3%A2teau+de+Viaud,4.0,75,25.13,2012,red,assente
Nero+d%27Avola,Italy,Sicilia,Masseria+del+Feudo,3.6,75,9.4,2017,red,Nero+d%27Avola
Rosso,Italy,Verona,Torre+d%27Orti,3.8,75,8.95,2018,red,assente
Priorat+GR-174,Spain,Priorat,Casa+Gran+del+Siurana,3.8,75,13.95,2019,red,assente
Reserva,Portugal,Douro,Porta+6,3.9,750,10.8,2017,red,assente
Alanera+Rosso+Veronese,Italy,Rosso+Veronese,Zenato,3.8,750,9.1,2016,red,assente
Syrah,Chile,Colchagua+Valley,Montes+Alpha,3.9,750,13.49,2017,red,Syrah
Cantaloro+Toscana+Rosso,Italy,Toscana,Avignonesi,3.8,751,12.79,2014,red,assente
Barrua,Italy,Isola+dei+Nuraghi,Punica,4.1,751,28.99,2015,red,assente
San+Valent%C3%ADn+Garnacha,Spain,Catalunya,Torres,4.2,751,6.3,2019,red,assente
Chianti,Italy,Chianti,Ricasoli,3.5,751,7.21,2018,red,assente
Taurasi,Italy,Taurasi,Feudi+di+San+Gregorio,3.9,752,21.82,2014,red,assente
Boom+Boom%21+Syrah,United+States,Columbia+Valley,Charles+Smith,3.5,752,18.42,2017,red,Syrah
Wild+Slopes+CGM+Red,Chile,Aconcagua,Outer+Limits,4.1,753,20.5,2016,red,assente
Santa+Digna+Reserva+Cabernet+Sauvignon,Chile,Central+Valley,Miguel+Torres,3.7,754,7.94,2018,red,Cabernet+Sauvignon
Carmignano+Villa+di+Capezzana,Italy,Carmignano,Capezzana,3.8,754,23.9,2013,red,assente
Steytler+Pinotage,South+Africa,Stellenbosch,Kaapzicht,4.2,755,43.82,2015,red,Pinotage
Tinto,Spain,Rioja,Gran+Familia,3.5,755,7.44,2017,red,assente
Bin+389+Cabernet+-+Shiraz,Australia,South+Australia,Penfolds,4.2,756,69.15,2017,red,Shiraz
Surani+Costarossa+Primitivo+di+Manduria,Italy,Primitivo+di+Manduria,Tommasi,3.8,757,8.9,2018,red,Primitivo
Carmen%C3%A8re,Chile,Central+Valley,Carmen,3.8,757,6.75,2017,red,assente
Brunello+di+Montalcino,Italy,Brunello+di+Montalcino,Castello+Romitorio,4.2,758,35.84,2012,red,Brunello
Alberta+Annemarie+Merlot,South+Africa,Stellenbosch,Muratie,3.9,76,14.21,2016,red,Merlot
C%C3%B4tes+du+Roussillon+Villages,France,C%C3%B4tes+du+Roussillon+Villages,Ch%C3%A2teau+de+Jau,3.9,76,10.9,2018,red,assente
Campogiovanni+Brunello+di+Montalcino+Riserva+Il+Quercione,Italy,Brunello+di+Montalcino,San+Felice,4.5,76,67.26,2011,red,Brunello
Sp%C3%A4tburgunder+Tradition,Germany,Rheingau,K%C3%BCnstler,3.9,76,16.39,2013,red,assente
Le+Dix+de+Los+Vascos,Chile,Colchagua+Valley,Los+Vascos,3.9,76,46.6,2016,red,assente
Les+Roches+Saumur-Champigny,France,Saumur-Champigny,Domaine+des+Roches+Neuves,3.9,76,15.9,2017,red,assente
Pomerol,France,Pomerol,Ch%C3%A2teau+Latour+%C3%A0+Pomerol,4.1,76,109.95,2015,red,assente
C%C3%B4tes+du+Rh%C3%B4ne+Les+Quartz,France,C%C3%B4tes-du-Rh%C3%B4ne,Clos+du+Caillou,3.9,76,21.39,2017,red,assente
Blaufr%C3%A4nkisch+Leithaberg,Austria,Neusiedlersee-H%C3%BCgelland,Heinrich,3.5,76,20.28,2016,red,Blaufr%C3%A4nkisch
Reserve+Blaufr%C3%A4nkisch,Austria,Burgenland,Moric,4.0,76,29.9,2015,red,Blaufr%C3%A4nkisch
Corriente,Spain,Rioja,Telmo+Rodriguez,3.8,76,10.75,2017,red,assente
Reserva+Real,Spain,Pened%C3%A8s,Torres,4.3,76,125.65,2000,red,assente
Cadet+de+Gombaude+Pomerol,France,Pomerol,Ch%C3%A2teau+Gombaude-Guillot,4.1,76,36.84,2015,red,assente
Barbera+d%27Alba,Italy,Barbera+d%27Alba,G.D.+Vajra,4.0,76,16.52,2018,red,Barbera
Pomerol,France,Pomerol,Ch%C3%A2teau+Latour+%C3%A0+Pomerol,4.2,76,89.95,2016,red,assente
Fleur+de+d%27Artagnan,France,C%C3%B4tes+de+Gascogne,Plaimont,3.3,76,8.85,2017,red,assente
Sp%C3%A4tburgunder+Trocken,Germany,Ahr,Winzergenossenschaft+Mayschoss-Altenahr,3.8,76,9.5,2017,red,assente
Bordeaux+Sup%C3%A9rieur,France,Bordeaux+Sup%C3%A9rieur,Ch%C3%A2teau+Grand+Pascaud,3.4,76,7.49,2016,red,assente
Pomerol,France,Pomerol,Ch%C3%A2teau+Montviel,4.2,76,43.95,2015,red,assente
Gigondas+Le+Claux,France,Gigondas,Ch%C3%A2teau+de+Saint+Cosme,4.3,76,75.0,2012,red,assente
Merlot+Riserva+Siebeneich,Italy,S%C3%BCdtirol+-+Alto+Adige,Terlan+%28Terlano%29,4.1,76,19.85,2017,red,Merlot
Gran+Reserva,Spain,Rioja,Sierra+Cantabria,3.8,76,25.95,2009,red,assente
Costa+Russi+%28Barbaresco%29+Langhe,Italy,Langhe,Gaja,4.6,76,520.0,2011,red,assente
Friso+Montepulciano+d%27Abruzzo,Italy,Montepulciano+d%27Abruzzo,Cantina+Colle+Moro,3.5,76,4.95,2015,red,Montepulciano
Barolo+Santo+Stefano+di+Perno,Italy,Barolo,Mascarello+Giuseppe+e+Figlio,4.3,76,76.63,2011,red,assente
Castello+di+Brolio+Gran+Selezione+Chianti+Classico,Italy,Chianti+Classico,Ricasoli,4.2,76,42.11,2016,red,assente
Barolo+Bussia,Italy,Barolo,Aldo+Conterno,4.0,76,65.86,2015,red,assente
Saint-Julien+%28Grand+Cru+Class%C3%A9%29,France,Saint-Julien,Ch%C3%A2teau+Saint-Pierre,4.2,76,270.0,1995,red,assente
Generala+Nizza+Riserva,Italy,Nizza,Bersano,4.0,76,35.45,2014,red,assente
Moi+Primitivo+Puglia,Italy,Puglia,Varvaglione,3.5,76,5.9,2018,red,Primitivo
Saint-%C3%89milion+Grand+Cru+%28Grand+Cru+Class%C3%A9%29,France,Saint-%C3%89milion+Grand+Cru,Ch%C3%A2teau+Jean+Faure,3.9,76,57.72,2016,red,assente
Dolcetto+d%E2%80%99Alba+dei+Grassi,Italy,Dolcetto+d%27Alba,Elio+Grasso,3.3,76,16.95,2018,red,Dolcetto
Pannobile,Austria,Burgenland,Pittnauer,3.9,76,58.75,2014,red,assente
San+Cristoforo+Barbaresco,Italy,Barbaresco,Elio+Filippino,3.6,76,24.24,2013,red,assente
Bandol,France,Bandol,Ch%C3%A2teau+Pradeaux,4.0,76,39.95,2001,red,assente
San+Giovanni+Barolo,Italy,Barolo,Gianfranco+Alessandria,4.0,76,43.7,2014,red,assente
Synergy+Cape+Blend,South+Africa,Stellenbosch,Beyerskloof,3.8,760,11.9,2017,red,assente
Altitud+Cabernet+Sauvignon,Argentina,Tupungato,Andeluna,3.8,760,13.26,2014,red,Cabernet+Sauvignon
Geyserville,United+States,Alexander+Valley,Ridge+Vineyards,4.1,760,45.95,2017,red,assente
Cabernet+Sauvignon,United+States,Napa+Valley,First+Press,4.0,761,20.36,2015,red,Cabernet+Sauvignon
Estate+Cabernet+Sauvignon,Chile,Aconcagua+Valley,Errazuriz,3.4,761,8.5,2015,red,Cabernet+Sauvignon
Valdepe%C3%B1as+Gran+Reserva,Spain,Valdepe%C3%B1as,Pata+Negra,3.5,762,6.29,2012,red,assente
Pauillac+%28Premier+Grand+Cru+Class%C3%A9%29,France,Pauillac,Ch%C3%A2teau+Lafite+Rothschild,4.6,763,799.95,2004,red,assente
Chianti+Classico+Riserva,Italy,Chianti+Classico,Castello+di+Monsanto,4.0,763,21.9,2016,red,assente
62+Anniversario+Primitivo+di+Manduria+Riserva,Italy,Primitivo+di+Manduria,San+Marzano,4.3,763,17.45,2016,red,Primitivo
R%C3%A9serve+%28de+la+Comtesse%29+Pauillac,France,Pauillac,Ch%C3%A2teau+Pichon+Longueville+Comtesse+de+Lalande,4.1,763,56.94,2015,red,assente
Cabernet+Sauvignon,United+States,Napa+Valley,Gallo+Signature+Series,4.1,763,45.59,2014,red,Cabernet+Sauvignon
Parall%C3%A9le+45+C%C3%B4tes+du+Rh%C3%B4ne+Rouge,France,C%C3%B4tes-du-Rh%C3%B4ne,Paul+Jaboulet+A%C3%AEn%C3%A9,3.6,764,11.47,2016,red,assente
Barolo+Riserva+Bussia+90+D%C3%AC,Italy,Barolo,Giacomo+Fenocchio,4.2,764,67.9,2012,red,assente
Solaz+Tempranillo+-+Cabernet+Sauvignon,Spain,Castilla,Osborne,3.6,765,6.21,2018,red,Cabernet+Sauvignon
The+Seven+Deadly+Zins+Old+Vine+Zinfandel,United+States,Lodi,Michael+David+Winery,3.9,766,14.52,2017,red,Zinfandel
Zinfandel,United+States,Sonoma+County,Buena+Vista,3.9,766,23.5,2014,red,Zinfandel
Scaia+Rosso+%28Corvina%29,Italy,Veneto,Tenuta+Sant%27Antonio,3.9,766,7.9,2017,red,Corvina
Nespolino+Rubicone+Sangiovese+-+Merlot,Italy,Rubicone,Poderi+dal+Nespoli,3.6,767,5.76,2017,red,Sangiovese
Valpolicella+Ripasso+Classico+Superiore+Solane,Italy,Valpolicella+Ripasso,Santi,3.6,768,16.59,2013,red,assente
Pomerol,France,Pomerol,Ch%C3%A2teau+Chantalouette,3.9,769,36.11,2012,red,assente
Rosso+di+Montalcino+%28Campo+di+Marzo%29,Italy,Rosso+di+Montalcino,Il+Valentiano,3.7,77,31.85,2011,red,assente
Clos+de+Betz+Red,United+States,Columbia+Valley,Betz+Family+Winery,4.1,77,66.31,2015,red,assente
Vitiano+Rosso,Italy,Umbria,Falesco,3.6,77,8.95,2017,red,assente
Bordeaux+Sup%C3%A9rieur,France,Bordeaux+Sup%C3%A9rieur,Ch%C3%A2teau+de+la+Cour+d%27Argent,3.5,77,12.95,2005,red,assente
Cuv%C3%A9e+Impresario,Austria,Mittelburgenland,Paul+Kerschbaum,4.2,77,29.36,2017,red,assente
Mormoreto+Toscana,Italy,Toscana,Castello+Nipozzano,4.1,77,53.35,2016,red,assente
Cabernet+Sauvignon,South+Africa,Robertson,Bon+Courage,3.8,77,7.69,2015,red,Cabernet+Sauvignon
Signature+Cabard%C3%A8s,France,Cabard%C3%A8s,Domaine+Maurel,3.6,77,9.1,2016,red,assente
Luckenwald+Zweigelt+Reserve,Austria,Burgenland,Nittnaus,3.8,77,16.52,2017,red,Zweigelt
Cuv%C3%A9e+Sp%C3%A9ciale+Ch%C3%A2teauneuf-du-Pape,France,Ch%C3%A2teauneuf-du-Pape,Tardieu-Laurent,4.1,77,46.79,2015,red,assente
Syrah+Blueprint,South+Africa,Stellenbosch,De+Trafford,3.9,77,25.95,2016,red,Syrah
Poggio+Lombrone+Sangiovese+Riserva+Montecucco,Italy,Montecucco,ColleMassari,3.9,77,33.4,2015,red,Sangiovese
Divinum+Grenache+-+Merlot,France,Pays+d%27Oc,Vignerons+Catalans,3.6,77,4.95,2013,red,Grenache
Saint-%C3%89milion+Grand+Cru+%28Grand+Cru+Class%C3%A9%29,France,Saint-%C3%89milion+Grand+Cru,Ch%C3%A2teau+Grand+Mayne,4.3,77,52.64,2016,red,assente
Kirschgarten+Spatburgunder+GG,Germany,Pfalz,Knipser,4.2,77,43.5,2014,red,assente
Merlot+Pened%C3%A8s+Vinya+Palau,Spain,Pened%C3%A8s,Jean+Leon,3.7,77,25.5,2014,red,Merlot
